
2026-02-22T13:55:37.872349,COSC 480,Compiler Design [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Monday,10:00am - 12:30pm,4,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,MATH 101,Algebra [Sec A],Prof. W. Oblitey,CS2,Wednesday,2:00pm - 4:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,MATH 171,Introductory Mathematics for Computer Science,Prof. W. Oblitey,CS3,Tuesday,10:00am - 12:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,BBIS 226,Business Process Modeling and Workflow [Sec A],Prof. W. Ofoe Larkotey,CS1,Wednesday,10:00am - 12:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],R. Amponsah,CS2,Thursday,10:00am - 12:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,COSC 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],R. Amponsah,CS2,Friday,10:00am - 12:30pm,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],R. Amponsah,CS2,Monday,10:00am - 12:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,COSC 113,Elements of Programming [Sec A],R. Amponsah,CS2,Tuesday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,INFT 281,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS3,Wednesday,2:00pm - 4:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,COSC 280,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS3,Thursday,7:00am - 9:30am,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS3,Monday,10:00am - 12:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,BBIS 338,Enterprise Systems [Sec A],R. W. Ambeh-Doh,CS1,Tuesday,2:00pm - 4:30pm,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,INFT 115,Information Technology Foundation [Sec A],R. W. Ambeh-Doh,CS3,Friday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,COSC 240,Systems Programming {Sec A] / DotNet Programming [Sec A],S. Ganu,CS2,Wednesday,7:00am - 9:30am,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],S. Ganu,CS1,Thursday,2:00pm - 4:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,INFT 410,Internet-Enabled Applications Systems Development,S. Sebuabe,CS LAB,Friday,7:00am - 9:30am,4,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,COSC 250,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],S. Sebuabe,CS3,Monday,7:00am - 9:30am,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:55:37.872349,BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],S. Sebuabe,CS2,Tuesday,2:00pm - 4:30pm,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 370,Operations Research [Sec A] / Management Science [Sec A],Dr. A. Adu-Sackey,CS1,Monday,7:00am - 9:30am,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 370,Operations Research [Sec A] / Management Science [Sec A],Dr. A. Adu-Sackey,CS1,Tuesday,10:00am - 12:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 130,Digital Electronics [Sec A],E. Okoe,CS1,Wednesday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 117,Fundamentals of Computing Skills [Sec B],G. Preprah Tanoah,CS1,Thursday,7:00am - 9:30am,1,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,BBIS 213,IT for Business (MOS) [Sec A],G. Preprah Tanoah,CS1,Friday,7:00am - 9:30am,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,PHYS 103,Physics [Sec A],J. Okyere Asirifi,CS2,Monday,7:00am - 9:30am,1,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 470,/ INFT 470 Computer & Cyber Forensics,M. Asare,CS2,Tuesday,10:00am - 12:30pm,4,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 459,Enterprise Information Security [Sec A] / Computer Security [Sec A],M. Doe,CS2,Wednesday,7:00am - 9:30am,4,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],M. Doe,CS1,Thursday,2:00pm - 4:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,STAT 202,Statistical Methods for Health Sciences [Sec A],O. Osei-Tutu,CS1,Friday,10:00am - 12:30pm,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,CSCD 119,Introduction to Computer Science [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Monday,10:00am - 12:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 224,Object-Oriented Programming [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Tuesday,7:00am - 9:30am,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COCS 364,Research Methods [Sec A],Prof. P. Yaw Owusu Amoako,CS2,Thursday,7:00am - 9:30am,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 364,Research Methods [Sec A],Prof. P. Yaw Owusu Amoako,CS2,Friday,10:00am - 12:30pm,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 480,Compiler Design [Sec A],Prof. P. Yaw Owusu Amoako,CS3,Monday,7:00am - 9:30am,4,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,MATH 101,Algebra [Sec A],Prof. W. Oblitey,CS1,Wednesday,10:00am - 12:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,MATH 171,Introductory Mathematics for Computer Science,Prof. W. Oblitey,CS1,Tuesday,2:00pm - 4:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,BBIS 226,Business Process Modeling and Workflow [Sec A],Prof. W. Ofoe Larkotey,CS2,Wednesday,10:00am - 12:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],R. Amponsah,CS2,Thursday,2:00pm - 4:30pm,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],R. Amponsah,CS2,Friday,7:00am - 9:30am,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],R. Amponsah,CS2,Monday,10:00am - 12:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 113,Elements of Programming [Sec A],R. Amponsah,CS2,Tuesday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 281,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS1,Wednesday,2:00pm - 4:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 280,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS1,Thursday,10:00am - 12:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],R. W. Ambeh-Doh,CS LAB,Monday,7:00am - 9:30am,2,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,BBIS 338,Enterprise Systems [Sec A],R. W. Ambeh-Doh,CS3,Tuesday,7:00am - 9:30am,3,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 115,Information Technology Foundation [Sec A],R. W. Ambeh-Doh,CS3,Friday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 240,Systems Programming {Sec A] / DotNet Programming [Sec A],S. Ganu,CS3,Wednesday,7:00am - 9:30am,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],S. Ganu,CS2,Thursday,10:00am - 12:30pm,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,INFT 410,Internet-Enabled Applications Systems Development,S. Sebuabe,CS3,Friday,10:00am - 12:30pm,4,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,COSC 250,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],S. Sebuabe,CS1,Monday,2:00pm - 4:30pm,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T13:59:49.116272,BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],S. Sebuabe,CS2,Tuesday,2:00pm - 4:30pm,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 370,Operations Research [Sec A] / Management Science [Sec A],Dr. A. Adu-Sackey,CS1,Monday,7:00am - 9:30am,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,INFT 370,Operations Research [Sec A] / Management Science [Sec A],Dr. A. Adu-Sackey,CS1,Tuesday,7:00am - 9:30am,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 130,Digital Electronics [Sec A],E. Okoe,CS1,Wednesday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 117,Fundamentals of Computing Skills [Sec B],G. Preprah Tanoah,CS1,Thursday,7:00am - 9:30am,1,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,BBIS 213,IT for Business (MOS) [Sec A],G. Preprah Tanoah,CS1,Friday,7:00am - 9:30am,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,PHYS 103,Physics [Sec A],J. Okyere Asirifi,CS1,Monday,2:00pm - 4:30pm,1,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 470,/ INFT 470 Computer & Cyber Forensics,M. Asare,CS1,Tuesday,10:00am - 12:30pm,4,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,INFT 459,Enterprise Information Security [Sec A] / Computer Security [Sec A],M. Doe,CS1,Wednesday,10:00am - 12:30pm,4,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],M. Doe,CS2,Thursday,7:00am - 9:30am,3,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,STAT 202,Statistical Methods for Health Sciences [Sec A],O. Osei-Tutu,CS1,Friday,10:00am - 12:30pm,2,1,30,3.0,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,CSCD 119,Introduction to Computer Science [Sec A],Prof. P. Yaw Owusu Amoako,CS2,Monday,7:00am - 9:30am,1,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 224,Object-Oriented Programming [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Tuesday,2:00pm - 4:30pm,2,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COCS 364,Research Methods [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Thursday,2:00pm - 4:30pm,3,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,INFT 364,Research Methods [Sec A],Prof. P. Yaw Owusu Amoako,CS2,Friday,7:00am - 9:30am,3,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,COSC 480,Compiler Design [Sec A],Prof. P. Yaw Owusu Amoako,CS1,Monday,10:00am - 12:30pm,4,1,30,3,computing_science,0,100.0,0
2026-02-22T14:04:03.085582,MATH 101,Algebra [Sec A],Prof. W. Oblitey,CS1,Wednesday,2:00pm - 4:30pm,1,1,30,3,computing_science,0,100.0,0
