Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Baobab RM1,Thu,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,Baobab RM1,Mon,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,Bulley Room 4,Thu,10:00 AM - 12:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,American High,Fri,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,Bulley Room 3,Mon,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,American High,Mon,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Boabab RM5,Mon,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Bulley Room 3,Tue,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Baobab RM5,Wed,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Boabab RM5,Tue,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Baobab RM3,Thu,2:00 PM - 4:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Bulley Room 2,Thu,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Bulley Room 1,Fri,10:00 AM - 12:30 PM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Bulley Room 1,Wed,7:00 AM - 9:30 AM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Baobab RM1,Mon,7:00 AM - 9:30 AM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Bulley Room 1,Mon,2:00 PM - 4:30 PM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Bulley Room 5,Mon,10:00 AM - 12:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Baobab RM5,Thu,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Boabab RM5,Mon,10:00 AM - 12:30 PM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Bulley Room 3,Wed,7:00 AM - 9:30 AM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,American High,Thu,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Baobab RM3,Wed,7:00 AM - 9:30 AM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Baobab RM1,Tue,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Boabab RM5,Tue,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec A],NC,A. Oye,Bulley Room 4,Mon,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec C],NC,A. Oye,Bulley Room 4,Thu,2:00 PM - 4:30 PM
CMME 115,Introduction to Communication Skills [Sec B],NC,A. Oye,Baobab RM5,Thu,10:00 AM - 12:30 PM
PSYC 105,Introduction to Psychology [Sec B],NC,Akua K. Amponsah,Baobab RM5,Thu,2:00 PM - 4:30 PM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Bulley Room 3,Thu,10:00 AM - 12:30 PM
GNED 468,Job Search Strategies and Techniques [Sec A],NC,Ama O. Karikari,Bulley Room 5,Thu,7:00 AM - 9:30 AM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Boabab RM5,Wed,10:00 AM - 12:30 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM1,Thu,10:00 AM - 12:30 PM
GNED 230,Career Exploration and Planning [Sec B],NC,Ama O. Karikari,Boabab RM5,Tue,2:00 PM - 4:30 PM
GNED 125,Study Skills [Sec B],NC,Ama O. Karikari,Baobab RM1,Thu,2:00 PM - 4:30 PM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Bulley Room 1,Tue,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Bulley Room 4,Thu,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,Baobab RM5,Fri,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,American High,Thu,7:00 AM - 9:30 AM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Baobab RM3,Fri,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,American High,Wed,2:00 PM - 4:30 PM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Baobab RM1,Mon,10:00 AM - 12:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Bulley Room 5,Mon,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,American High,Tue,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Bulley Room 1,Wed,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Baobab RM3,Wed,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Bulley Room 2,Thu,2:00 PM - 4:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Bulley Room 2,Tue,2:00 PM - 4:30 PM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Baobab RM1,Fri,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Baobab RM5,Wed,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Bulley Room 2,Mon,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Baobab RM5,Wed,10:00 AM - 12:30 PM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Baobab RM3,Mon,10:00 AM - 12:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Boabab RM5,Tue,10:00 AM - 12:30 PM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Bulley Room 3,Mon,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Bulley Room 2,Wed,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Baobab RM1,Mon,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Baobab RM5,Mon,2:00 PM - 4:30 PM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,Bulley Room 3,Tue,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Bulley Room 1,Thu,2:00 PM - 4:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Bulley Room 3,Wed,2:00 PM - 4:30 PM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Boabab RM5,Tue,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Bulley Room 2,Tue,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec A],NC,A. Oye,Baobab RM3,Mon,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec C],NC,A. Oye,American High,Thu,2:00 PM - 4:30 PM
CMME 115,Introduction to Communication Skills [Sec B],NC,A. Oye,Bulley Room 5,Wed,10:00 AM - 12:30 PM
PSYC 105,Introduction to Psychology [Sec B],NC,Akua K. Amponsah,American High,Thu,10:00 AM - 12:30 PM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Bulley Room 2,Thu,2:00 PM - 4:30 PM
GNED 468,Job Search Strategies and Techniques [Sec A],NC,Ama O. Karikari,Baobab RM3,Thu,7:00 AM - 9:30 AM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Bulley Room 4,Thu,10:00 AM - 12:30 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,American High,Fri,7:00 AM - 9:30 AM
GNED 230,Career Exploration and Planning [Sec B],NC,Ama O. Karikari,Baobab RM1,Mon,7:00 AM - 9:30 AM
GNED 125,Study Skills [Sec B],NC,Ama O. Karikari,Bulley Room 4,Tue,10:00 AM - 12:30 PM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Bulley Room 5,Wed,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Baobab RM1,Mon,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,Baobab RM3,Thu,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,Boabab RM5,Wed,2:00 PM - 4:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Baobab RM5,Fri,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,American High,Mon,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Bulley Room 1,Wed,10:00 AM - 12:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Bulley Room 4,Mon,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Bulley Room 3,Tue,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Baobab RM5,Wed,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,American High,Wed,7:00 AM - 9:30 AM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Bulley Room 5,Tue,2:00 PM - 4:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Bulley Room 1,Tue,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Boabab RM5,Fri,10:00 AM - 12:30 PM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Boabab RM5,Wed,10:00 AM - 12:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Bulley Room 4,Mon,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Baobab RM5,Mon,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Boabab RM5,Thu,2:00 PM - 4:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Baobab RM3,Tue,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Baobab RM1,Wed,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Baobab RM5,Wed,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Baobab RM1,Fri,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Baobab RM3,Tue,2:00 PM - 4:30 PM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,Bulley Room 5,Fri,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Baobab RM5,Thu,7:00 AM - 9:30 AM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Baobab RM3,Wed,7:00 AM - 9:30 AM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,American High,Tue,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Bulley Room 3,Tue,7:00 AM - 9:30 AM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Wed,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,Boabab RM5,Tue,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,Bulley Room 4,Fri,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec A],NC,A. Oye,Baobab RM5,Thu,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec C],NC,A. Oye,Baobab RM3,Wed,2:00 PM - 4:30 PM
CMME 115,Introduction to Communication Skills [Sec B],NC,A. Oye,Baobab RM3,Thu,7:00 AM - 9:30 AM
PSYC 105,Introduction to Psychology [Sec B],NC,Akua K. Amponsah,Boabab RM5,Thu,7:00 AM - 9:30 AM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Bulley Room 3,Thu,2:00 PM - 4:30 PM
GNED 468,Job Search Strategies and Techniques [Sec A],NC,Ama O. Karikari,Bulley Room 2,Thu,7:00 AM - 9:30 AM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Bulley Room 2,Tue,2:00 PM - 4:30 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Bulley Room 5,Wed,2:00 PM - 4:30 PM
GNED 230,Career Exploration and Planning [Sec B],NC,Ama O. Karikari,Baobab RM3,Tue,7:00 AM - 9:30 AM
GNED 125,Study Skills [Sec B],NC,Ama O. Karikari,Baobab RM3,Mon,2:00 PM - 4:30 PM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Baobab RM1,Thu,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec B],NC,C. Pokuaa,Bulley Room 1,Mon,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec A],NC,C. Pokuaa,Bulley Room 2,Mon,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec C],NC,C. Pokuaa,Boabab RM5,Mon,2:00 PM - 4:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,Baobab RM5,Fri,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,American High,Mon,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Boabab RM5,Wed,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Dr. J. Andor,Bulley Room 4,Mon,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Bulley Room 1,Wed,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec C],NC,Dr. S. Adjei-Mensah,Boabab RM5,Tue,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Bulley Room 1,Wed,7:00 AM - 9:30 AM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Bulley Room 3,Thu,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. S. Amoh,Bulley Room 5,Thu,2:00 PM - 4:30 PM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Bulley Room 4,Wed,2:00 PM - 4:30 PM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Bulley Room 1,Fri,10:00 AM - 12:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Baobab RM1,Wed,10:00 AM - 12:30 PM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Baobab RM5,Wed,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Baobab RM5,Mon,2:00 PM - 4:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Boabab RM5,Thu,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Boabab RM5,Wed,10:00 AM - 12:30 PM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Baobab RM1,Mon,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,Bulley Room 5,Thu,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. E. H. Takyi,Baobab RM1,Wed,7:00 AM - 9:30 AM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Baobab RM1,Tue,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. S. Appiah,Bulley Room 3,Tue,10:00 AM - 12:30 PM
INFT 420,Human Computer Interaction,NC,D. Martin,CS Lab,Mon,2:00 PM - 4:30 PM
COSC 211 / INFT 211,Computer Organization / Computer Organization and Architecture,NC,D. Martin,CS2,Mon,10:00 AM - 12:30 PM
INFT 142,Critical Thinking and Practical Reasoning,NC,D. Martin,CS1,Wed,10:00 AM - 12:30 PM
COSC 331,Computer Graphics I,NC,Dr. P. Y. O. Amoako,CS Lab,Wed,2:00 PM - 4:30 PM
INFT 425,Mobile Application Development,NC,Dr. P. Y. O. Amoako,CS1,Fri,10:00 AM - 12:30 PM
COSC 455,"Artificial Intelligence and Machine Learning [CS] / Artificial Intelligence and Machine Learning [IT, BEIT]",NC,Dr. P. Y. O. Amoako,CS1,Wed,7:00 AM - 9:30 AM
COSC 255,Operating Systems,NC,Dr. P. Y. O. Amoako,CS3,Fri,7:00 AM - 9:30 AM
INFT 346 / COSC 447,Software Development Life Cycle / Software Engineering,NC,J. Abandoh-Sam,CS1,Thu,2:00 PM - 4:30 PM
INFT 439 / COSC 429,Cloud Computing Systems,NC,J. Abandoh-Sam,CS1,Thu,7:00 AM - 9:30 AM
MATH 171,Introductory Mathematics for Computer Science,NC,Prof. W. Oblitey,CS1,Mon,7:00 AM - 9:30 AM
COSC 260,Structured Systems Analysis and Design,NC,J. Abandoh-Sam,CS2,Tue,2:00 PM - 4:30 PM
COSC 352 / INFT 452,Computer Security / Enterprise Information Security,NC,J. Abandoh-Sam,Business Lab,Tue,10:00 AM - 12:30 PM
MATH 141,Algebra,NC,Prof. W. Oblitey,CS2,Wed,10:00 AM - 12:30 PM
INFT 119,Information Technology Foundation,NC,E. Okoe,CS3,Tue,7:00 AM - 9:30 AM
COSC 271,Data Communication & Computer Network I,NC,E. Okoe,CS2,Wed,2:00 PM - 4:30 PM
COSC 466,Systems and Network Administration,NC,M. Asare Tetteh,CS2,Mon,2:00 PM - 4:30 PM
INFT 245 / COSC 245 / BBIS 245 / INFT 445,Entrepreneurship and Human Development / / COSC 445 Entrepreneurship and Human Development / Entrpreneurship and Human Development / IT Entrepreneurship,NC,W. Ronky Amber-Doh,CS2,Thu,2:00 PM - 4:30 PM
COSC 470 / INFT 470,Computer and Cyber Forensics,NC,M. Asare Tetteh,CS3,Wed,7:00 AM - 9:30 AM
COSC 113 / CSCD 113,"Elements of Progamming [CS, BMET] / Elements of Programming [CS]",NC,R. Amponsah,CS3,Tue,2:00 PM - 4:30 PM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Mon,5:00 PM - 6:00 PM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Baobab RM3,Thu,10:00 AM - 12:30 PM
GNED 125,Study Skills [Sec B] (SONM),NC,Ama O. Karikari,Boabab RM5,Thu,2:00 PM - 4:30 PM
SOCI 115,Principles of Sociology [Sec A],NC,Dr. D. Dovie,American High,Fri,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec B],NC,Dr. F. Tenortey,Baobab RM5,Mon,10:00 AM - 12:30 PM
ENGL 111,Language and Writing Skills I [Sec B],NC,Dr. S. Adjei-Mensah,Baobab RM3,Wed,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec D] (SONM),NC,Dr. S. Adjei-Mensah,Baobab RM3,Tue,7:00 AM - 9:30 AM
ENGL 111,Language and Writing Skills I [Sec C] (SONM),NC,Dr. S. Adjei-Mensah,Baobab RM3,Wed,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec A],NC,J. Elorm Doufodji,Baobab RM1,Thu,7:00 AM - 9:30 AM
HLTH 200,Health Principles [Sec B],NC,K. Oheneba Nti,American High,Wed,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],NC,O. Osei-Tutu,American High,Tue,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec A],NC,Dr. S. Adjei-Mensah,Baobab RM3,Tue,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec B],NC,F. Opoku,Baobab RM3,Mon,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec A],NC,J. Rhule,Baobab RM3,Wed,10:00 AM - 12:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],NC,Ps. E. Takyi,Baobab RM3,Mon,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],NC,Ps. I. Kyere,Baobab RM3,Fri,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],NC,Ps. P. Obeng Manu,American High,Mon,2:00 PM - 4:30 PM
ENGL 112,Language and Writing Skills II [Sec B] (FOS & SOB),NC,C. Pokuaa,American High,Tue,7:00 AM - 9:30 AM
ENGL 112,Language and Writing Skills II [Sec A] (SONM),NC,C. Pokuaa,American High,Fri,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),NC,C. Pokuaa,American High,Mon,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec A],NC,K. Oheneba Nti,American High,Wed,7:00 AM - 9:30 AM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Baobab RM5,Tue,2:00 PM - 4:30 PM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM5,Wed,7:00 AM - 9:30 AM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baoaba RM5,Thu,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],NC,Dr. F. Tenortey,Baobab RM1,Mon,7:00 AM - 9:30 AM
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),NC,Dr. F. Tenortey,Baobab RM1,Wed,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec B],NC,J. Rhule,Baobab RM1,Mon,2:00 PM - 4:30 PM
CMME 115,Introduction to Communication Skills [Sec A],NC,Dr. A. Oye,Baobab RM1,Fri,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec C],NC,Dr. A. Oye,Baobab RM1,Mon,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec B](SONM),NC,Dr. A. Oye,Baobab RM1,Wed,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec A],NC,F. Opoku,Baobab RM1,Wed,10:00 AM - 12:30 PM
FREN 121,French for General Communication I [Sec B],NC,J. Elorm Doufodji,Baobab RM1,Thu,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec B],NC,Dr. J. Andor,Baobab RM1,Tue,2:00 PM - 4:30 PM
AFST 205,Introduction to African Music [Sec A],NC,E. Boahen,Baobab RM1,Fri,10:00 AM - 12:30 PM
AFST 205,Introduction to African Music [Sec B],NC,E. Boahen,Baobab RM1,Tue,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],NC,G. Preprah Tanoah,Baobab RM1,Thu,2:00 PM - 4:30 PM
RELB 250,Principles of Christian Faith [Sec A],NC,Ps. E. Osei,Baobab RM1,Tue,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],NC,G. Preprah Tanoah,Baobab RM5,Mon,7:00 AM - 9:30 AM
RELG 451,Bible and Family Dynamics [Sec A],NC,Dr. S. Amoh,Baobab RM5,Tue,7:00 AM - 9:30 AM
INFT 420,Human Computer Interaction,NC,D. Martin,CS Lab,Mon,10:00 AM - 12:30 PM
COSC 211 / INFT 211,Computer Organization / Computer Organization and Architecture,NC,D. Martin,CS2,Thu,7:00 AM - 9:30 AM
INFT 142,Critical Thinking and Practical Reasoning,NC,D. Martin,CS1,Wed,2:00 PM - 4:30 PM
COSC 331,Computer Graphics I,NC,Dr. P. Y. O. Amoako,CS Lab,Fri,10:00 AM - 12:30 PM
INFT 425,Mobile Application Development,NC,Dr. P. Y. O. Amoako,CS1,Wed,10:00 AM - 12:30 PM
COSC 455,"Artificial Intelligence and Machine Learning [CS] / Artificial Intelligence and Machine Learning [IT, BEIT]",NC,Dr. P. Y. O. Amoako,CS1,Fri,7:00 AM - 9:30 AM
COSC 255,Operating Systems,NC,Dr. P. Y. O. Amoako,CS3,Wed,2:00 PM - 4:30 PM
INFT 346 / COSC 447,Software Development Life Cycle / Software Engineering,NC,J. Abandoh-Sam,CS1,Tue,7:00 AM - 9:30 AM
INFT 439 / COSC 429,Cloud Computing Systems,NC,J. Abandoh-Sam,CS1,Thu,10:00 AM - 12:30 PM
MATH 171,Introductory Mathematics for Computer Science,NC,Prof. W. Oblitey,CS1,Mon,2:00 PM - 4:30 PM
COSC 260,Structured Systems Analysis and Design,NC,J. Abandoh-Sam,CS2,Thu,2:00 PM - 4:30 PM
COSC 352 / INFT 452,Computer Security / Enterprise Information Security,NC,J. Abandoh-Sam,Business Lab,Tue,2:00 PM - 4:30 PM
MATH 141,Algebra,NC,Prof. W. Oblitey,CS2,Tue,10:00 AM - 12:30 PM
INFT 119,Information Technology Foundation,NC,E. Okoe,CS3,Wed,7:00 AM - 9:30 AM
COSC 271,Data Communication & Computer Network I,NC,E. Okoe,CS2,Tue,2:00 PM - 4:30 PM
COSC 466,Systems and Network Administration,NC,M. Asare Tetteh,CS2,Wed,2:00 PM - 4:30 PM
INFT 245 / COSC 245 / BBIS 245 / INFT 445,Entrepreneurship and Human Development / / COSC 445 Entrepreneurship and Human Development / Entrpreneurship and Human Development / IT Entrepreneurship,NC,W. Ronky Amber-Doh,CS2,Thu,10:00 AM - 12:30 PM
COSC 470 / INFT 470,Computer and Cyber Forensics,NC,M. Asare Tetteh,CS3,Mon,7:00 AM - 9:30 AM
COSC 113 / CSCD 113,"Elements of Progamming [CS, BMET] / Elements of Programming [CS]",NC,R. Amponsah,CS3,Tue,7:00 AM - 9:30 AM
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,5:00 PM - 6:00 PM
CMME 115,Introduction to Communication Skills [Sec A],NC,A. Oye,Baobab RM3,Thursday,9:00 AM - 10:00 AM
CMME 115,Introduction to Communication Skills [Sec C],NC,A. Oye,American High,Thursday,8:00 AM - 9:00 AM
CMME 115,Introduction to Communication Skills [Sec B],NC,A. Oye,Boabab RM5,Monday,7:00 AM - 8:00 AM
PSYC 105,Introduction to Psychology [Sec B],NC,Akua K. Amponsah,Boabab RM5,Thursday,7:00 AM - 8:00 AM
PSYC 105,Introduction to Psychology [Sec A],NC,Akua K. Amponsah,Baobab RM3,Wednesday,10:00 AM - 11:00 AM
GNED 125,Study Skills [Sec B],NC,Ama O. Karikari,American High,Friday,9:00 AM - 10:00 AM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,Boabab RM5,Monday,8:00 AM - 9:00 AM
